,accuracy,loss,val_accuracy,val_loss
0,0.2171354740858078,2.061661958694458,0.34811827540397644,1.760239839553833
1,0.375,1.7716829776763916,0.25,1.7888113260269165
2,0.43140068650245667,1.5401196479797363,0.5073924660682678,1.3347299098968506
3,0.5625,1.0936890840530396,0.5833333134651184,1.1329915523529053
4,0.5663030743598938,1.2000676393508911,0.6216397881507874,1.0694295167922974
5,0.5625,1.0489020347595215,0.5833333134651184,1.032633900642395
6,0.666618824005127,0.9401206374168396,0.6969085931777954,0.8726399540901184
7,0.65625,0.9979114532470703,0.875,0.4456934928894043
8,0.7408151626586914,0.7528294324874878,0.7200940847396851,0.7880175113677979
9,0.71875,0.5309056043624878,0.7916666865348816,0.645118772983551
10,0.7659299373626709,0.6513195633888245,0.7802419066429138,0.6027418375015259
11,0.65625,1.010689616203308,0.75,0.5579008460044861
12,0.8150115013122559,0.5251942276954651,0.7852822542190552,0.5876453518867493
13,0.875,0.3425459861755371,0.75,0.6501651406288147
14,0.8336681723594666,0.48033568263053894,0.8279569745063782,0.4938851594924927
15,0.8125,0.6227110624313354,0.8333333134651184,0.37020447850227356
16,0.8490241169929504,0.42949384450912476,0.8639112710952759,0.3890255391597748
17,0.8125,0.47705209255218506,0.875,0.33920106291770935
18,0.8626578450202942,0.3854905366897583,0.8669354915618896,0.3811857998371124
19,0.8125,0.48708489537239075,0.875,0.4804627001285553
20,0.8709816336631775,0.3637616038322449,0.8766801357269287,0.37778547406196594
21,0.84375,0.3339860439300537,0.875,0.2961454689502716
22,0.885189414024353,0.3307218551635742,0.8739919066429138,0.34974244236946106
23,0.90625,0.17679795622825623,0.8333333134651184,0.5142518281936646
24,0.8943743109703064,0.3023735284805298,0.8891128897666931,0.30576178431510925
25,0.9375,0.40532630681991577,0.8333333134651184,0.3403611481189728
26,0.9143226146697998,0.24460802972316742,0.9018816947937012,0.2758448123931885
27,0.90625,0.20920366048812866,0.875,0.15100817382335663
28,0.8985361456871033,0.2950557470321655,0.8810483813285828,0.3480064272880554
29,0.875,0.29172268509864807,0.8333333134651184,0.48945775628089905
30,0.9143226146697998,0.24156959354877472,0.9059139490127563,0.29317963123321533
31,0.9375,0.15739095211029053,0.7083333134651184,1.1616219282150269
32,0.9157577753067017,0.23269161581993103,0.9086021780967712,0.26528453826904297
33,0.9375,0.2803180515766144,0.9166666865348816,0.2133779525756836
34,0.9157577753067017,0.23569951951503754,0.9280914068222046,0.21594035625457764
35,0.90625,0.25463512539863586,0.9583333134651184,0.08896245807409286
36,0.9053899049758911,0.27877140045166016,0.9038978219032288,0.28043416142463684
37,0.9583333134651184,0.08456551283597946,0.9583333134651184,0.12111850827932358
38,0.9252296090126038,0.20609606802463531,0.9049059152603149,0.28200477361679077
39,0.96875,0.08853590488433838,0.9166666865348816,0.2606743276119232
40,0.9292479753494263,0.19885560870170593,0.8981854915618896,0.3129035234451294
41,0.9375,0.21869036555290222,0.8333333134651184,0.4703199863433838
42,0.9269517660140991,0.20305748283863068,0.9059139490127563,0.26114287972450256
43,0.9375,0.17191216349601746,0.8333333134651184,0.3763279616832733
44,0.9247990846633911,0.21723373234272003,0.9257392287254333,0.22285187244415283
45,0.9375,0.09369790554046631,0.9583333134651184,0.2817189395427704
46,0.940729022026062,0.17335262894630432,0.9149865508079529,0.251128613948822
47,0.96875,0.06841306388378143,0.9583333134651184,0.12010005116462708
48,0.9428817629814148,0.17594489455223083,0.8934811949729919,0.3224851191043854
49,0.96875,0.07447254657745361,1.0,0.04710289463400841
50,0.9463260769844055,0.15429016947746277,0.9139785170555115,0.24546003341674805
51,0.96875,0.08781849592924118,0.9583333134651184,0.12321031093597412
52,0.9392939209938049,0.17192944884300232,0.9180107712745667,0.2572858929634094
53,0.9375,0.2042621523141861,0.9583333134651184,0.0961042270064354
54,0.9490528106689453,0.14798472821712494,0.926075279712677,0.21606746315956116
55,1.0,0.011102806776762009,0.9583333134651184,0.2665223777294159
56,0.9448909163475037,0.14826111495494843,0.9069220423698425,0.2830120325088501
57,0.9375,0.12174640595912933,0.9166666865348816,0.2747223675251007
58,0.9362801313400269,0.1685425043106079,0.9166666865348816,0.2519374489784241
59,0.90625,0.15352746844291687,1.0,0.041351933032274246
60,0.9509184956550598,0.1450284719467163,0.9277553558349609,0.21373605728149414
61,0.9375,0.16193881630897522,0.9583333134651184,0.08854510635137558
62,0.9446039199829102,0.1539088934659958,0.9317876100540161,0.20562744140625
63,0.96875,0.03823687136173248,0.9166666865348816,0.31035327911376953
64,0.9523535966873169,0.12525223195552826,0.9280914068222046,0.22616735100746155
65,0.96875,0.06599368155002594,0.9583333134651184,0.2142154723405838
66,0.958381175994873,0.1142994835972786,0.9243951439857483,0.2258135825395584
67,0.96875,0.03899436444044113,0.875,0.3235003352165222
68,0.9506314396858215,0.14039020240306854,0.9203628897666931,0.24662213027477264
69,0.9375,0.09223417937755585,1.0,0.0564439482986927
