epoch,accuracy,loss,val_accuracy,val_loss
0,0.1574999988079071,2.164489507675171,0.29600000381469727,1.8601311445236206
1,0.3391000032424927,1.751722812652588,0.45399999618530273,1.4435924291610718
2,0.4900999963283539,1.418191909790039,0.5220000147819519,1.3445239067077637
3,0.5590000152587891,1.2377785444259644,0.6179999709129333,1.1020671129226685
4,0.6022999882698059,1.1298171281814575,0.6460000276565552,1.0379165410995483
5,0.6327000260353088,1.0304300785064697,0.6909999847412109,0.9096184968948364
6,0.6680999994277954,0.9374348521232605,0.7210000157356262,0.8368125557899475
7,0.6886000037193298,0.8743070363998413,0.7120000123977661,0.8385785818099976
8,0.703499972820282,0.8385395407676697,0.7139999866485596,0.8294907212257385
9,0.7228000164031982,0.7831145524978638,0.7200000286102295,0.7379767894744873
10,0.7268999814987183,0.7691866159439087,0.7490000128746033,0.6925891041755676
11,0.7354000210762024,0.7312049269676208,0.7419999837875366,0.7202936410903931
12,0.7473000288009644,0.7047868967056274,0.7559999823570251,0.6911352872848511
13,0.7597000002861023,0.670849084854126,0.7749999761581421,0.6202822327613831
14,0.7633000016212463,0.6596032977104187,0.7620000243186951,0.6360130906105042
15,0.7692999839782715,0.6443888545036316,0.7789999842643738,0.6161198019981384
16,0.7705000042915344,0.6265209317207336,0.7480000257492065,0.6466809511184692
17,0.7732999920845032,0.6187745332717896,0.7549999952316284,0.6529558300971985
18,0.7831000089645386,0.5957349538803101,0.7590000033378601,0.648226261138916
19,0.7854999899864197,0.5937583446502686,0.7829999923706055,0.5880483388900757
20,0.7907000184059143,0.5765422582626343,0.7870000004768372,0.5744715929031372
21,0.8003000020980835,0.5517287850379944,0.7919999957084656,0.5674294829368591
22,0.7971000075340271,0.5464109778404236,0.781000018119812,0.587247371673584
23,0.8086000084877014,0.5267897248268127,0.796999990940094,0.544622004032135
24,0.8066999912261963,0.5226348042488098,0.7950000166893005,0.5522560477256775
25,0.8131999969482422,0.5074553489685059,0.7929999828338623,0.5764397978782654
26,0.8144000172615051,0.49745747447013855,0.7839999794960022,0.6249028444290161
27,0.8198000192642212,0.48883554339408875,0.7620000243186951,0.6844758987426758
28,0.817300021648407,0.49055132269859314,0.800000011920929,0.5415245890617371
