epoch,accuracy,loss,val_accuracy,val_loss
29,0.8215000033378601,0.47387954592704773,0.7950000166893005,0.5482082366943359
30,0.8299999833106995,0.4666420519351959,0.8100000023841858,0.532473087310791
31,0.8312000036239624,0.4581022560596466,0.796999990940094,0.5396475791931152
32,0.8360999822616577,0.4448275864124298,0.7820000052452087,0.623023509979248
33,0.8373000025749207,0.4389011859893799,0.7990000247955322,0.5583256483078003
34,0.8281000256538391,0.4570396840572357,0.7789999842643738,0.6267906427383423
35,0.8379999995231628,0.4336911141872406,0.7789999842643738,0.593030571937561
36,0.8429999947547913,0.4204139709472656,0.7990000247955322,0.5471340417861938
37,0.8422999978065491,0.41888055205345154,0.8080000281333923,0.5229958891868591
38,0.8410000205039978,0.43047621846199036,0.8180000185966492,0.5194094181060791
39,0.8555999994277954,0.4043412208557129,0.8199999928474426,0.5000936985015869
40,0.8531000018119812,0.39908063411712646,0.8169999718666077,0.5048970580101013
41,0.8546000123023987,0.3966345489025116,0.8190000057220459,0.49503520131111145
42,0.8543000221252441,0.3972058594226837,0.8109999895095825,0.5305463671684265
43,0.8629999756813049,0.3710004389286041,0.8220000267028809,0.5252721905708313
44,0.8655999898910522,0.3646807074546814,0.8069999814033508,0.5747173428535461
45,0.8650000095367432,0.3641304671764374,0.8149999976158142,0.5376448631286621
46,0.8600999712944031,0.37124142050743103,0.8159999847412109,0.4944891929626465
47,0.8676999807357788,0.3494887948036194,0.8370000123977661,0.4913676679134369
48,0.8654999732971191,0.35980671644210815,0.8299999833106995,0.49522101879119873
49,0.867900013923645,0.359573632478714,0.8149999976158142,0.5273181796073914
50,0.8751000165939331,0.3371371030807495,0.8349999785423279,0.49209535121917725
51,0.8762999773025513,0.3374733030796051,0.8270000219345093,0.5091538429260254
52,0.8756999969482422,0.34499305486679077,0.8230000138282776,0.5338990092277527
53,0.8797000050544739,0.32216840982437134,0.8169999718666077,0.5343223214149475
54,0.8805999755859375,0.3184475004673004,0.8309999704360962,0.5064378976821899
55,0.8736000061035156,0.32665181159973145,0.8190000057220459,0.5484453439712524
56,0.8798999786376953,0.3191578984260559,0.8140000104904175,0.5669931769371033
57,0.8851000070571899,0.31262606382369995,0.8130000233650208,0.5572986006736755
58,0.880299985408783,0.31385403871536255,0.8190000057220459,0.5459223985671997
59,0.8888999819755554,0.3021790385246277,0.8159999847412109,0.5890045166015625
60,0.8810999989509583,0.31306108832359314,0.8199999928474426,0.5875768065452576
61,0.8896999955177307,0.3003973960876465,0.8190000057220459,0.5246848464012146
62,0.8876000046730042,0.30224329233169556,0.8230000138282776,0.5329656004905701
63,0.8909000158309937,0.2877027094364166,0.8180000185966492,0.5578082799911499
64,0.8894000053405762,0.29891061782836914,0.7960000038146973,0.6690776944160461
65,0.8867999911308289,0.29948240518569946,0.8180000185966492,0.5681485533714294
66,0.8985000252723694,0.27213427424430847,0.8159999847412109,0.6242899298667908
67,0.8909000158309937,0.2828119695186615,0.8299999833106995,0.5789058804512024
68,0.8973000049591064,0.27578938007354736,0.8149999976158142,0.5757220387458801
69,0.902999997138977,0.25937414169311523,0.824999988079071,0.5345826148986816
70,0.8898000121116638,0.2961973547935486,0.8140000104904175,0.6209630370140076
71,0.9010999798774719,0.26274147629737854,0.8209999799728394,0.5845770835876465
72,0.8991000056266785,0.2683172821998596,0.8109999895095825,0.5807597041130066
73,0.902999997138977,0.26446205377578735,0.7770000100135803,0.7913886904716492
74,0.9000999927520752,0.2617063522338867,0.8159999847412109,0.6068931818008423
75,0.8924999833106995,0.2892170250415802,0.8180000185966492,0.5864862203598022
76,0.9038000106811523,0.25727584958076477,0.8259999752044678,0.5737485289573669
77,0.9071000218391418,0.24651163816452026,0.8360000252723694,0.564738929271698
78,0.9111999869346619,0.23600463569164276,0.8240000009536743,0.6348264217376709
79,0.9060999751091003,0.24741850793361664,0.8479999899864197,0.5525831580162048
80,0.9090999960899353,0.2431904822587967,0.828000009059906,0.5856893658638
81,0.9014999866485596,0.26129329204559326,0.8309999704360962,0.585842490196228
82,0.9049000144004822,0.24184633791446686,0.7850000262260437,0.7484548091888428
83,0.9136999845504761,0.23523932695388794,0.8399999737739563,0.5814470052719116
84,0.9139000177383423,0.23622006177902222,0.824999988079071,0.5782721042633057
85,0.9121000170707703,0.23018647730350494,0.8100000023841858,0.6373847723007202
86,0.9175999760627747,0.2162785828113556,0.8420000076293945,0.6316498517990112
87,0.9143000245094299,0.22560271620750427,0.8320000171661377,0.5989567637443542
88,0.906499981880188,0.24639035761356354,0.8289999961853027,0.5761388540267944
89,0.9146999716758728,0.22331857681274414,0.8029999732971191,0.6637979745864868
90,0.9092000126838684,0.2466495782136917,0.8209999799728394,0.6270387172698975
91,0.9154000282287598,0.22182779014110565,0.8389999866485596,0.6452965140342712
92,0.9101999998092651,0.2367040514945984,0.7910000085830688,0.7443510890007019
93,0.9189000129699707,0.21563281118869781,0.8420000076293945,0.6219855546951294
94,0.9150999784469604,0.22414785623550415,0.8140000104904175,0.6880778670310974
95,0.9168000221252441,0.22143970429897308,0.8130000233650208,0.7374200820922852
96,0.9164999723434448,0.22222287952899933,0.828000009059906,0.5845274329185486
97,0.9176999926567078,0.21643774211406708,0.828000009059906,0.6680987477302551
98,0.9128999710083008,0.22739523649215698,0.8159999847412109,0.6411564350128174
99,0.9182999730110168,0.20918166637420654,0.8069999814033508,0.6616954207420349
